Cliente,Dirección,Latitud,Longitud,Teléfono de contacto,Correo electrónico de contacto,Mes,Fecha
Cliente 213,"Av. Maipú 300, Vicente López",-34.512505,-58.388337,1160000213,cte213@duff.com.ar,May 2025,2025-05-01
Cliente 214,"Av. Santa Fe 2300, Palermo",-34.530349,-58.544404,1160000214,cte214@duff.com.ar,May 2025,2025-05-01
Cliente 215,"Belgrano 500, Morón",-34.443269,-58.591383,1160000215,cte215@duff.com.ar,May 2025,2025-05-01
Cliente 216,"Calle 12 y 44, La Plata",-34.475583,-58.405055,1160000216,cte216@duff.com.ar,May 2025,2025-05-01
Cliente 217,"Av. Mitre 200, Quilmes",-34.410096,-58.691171,1160000217,cte217@duff.com.ar,May 2025,2025-05-01
Cliente 218,"Av. Santa Fe 2300, Palermo",-34.414682,-58.553153,1160000218,cte218@duff.com.ar,May 2025,2025-05-01
Cliente 219,"Av. Libertador 15000, San Isidro",-34.548351,-58.566346,1160000219,cte219@duff.com.ar,May 2025,2025-05-01
Cliente 220,"Av. Libertador 15000, San Isidro",-34.403993,-58.552953,1160000220,cte220@duff.com.ar,May 2025,2025-05-01
Cliente 221,"Av. Mitre 200, Quilmes",-34.53425,-58.49664,1160000221,cte221@duff.com.ar,May 2025,2025-05-01
Cliente 222,"Av. Libertador 15000, San Isidro",-34.551971,-58.719655,1160000222,cte222@duff.com.ar,May 2025,2025-05-01
Cliente 223,"Av. Maipú 300, Vicente López",-34.574224,-58.698782,1160000223,cte223@duff.com.ar,May 2025,2025-05-01
Cliente 224,"Calle 12 y 44, La Plata",-34.569619,-58.694469,1160000224,cte224@duff.com.ar,May 2025,2025-05-01
Cliente 225,"Av. Calchaquí 2300, Quilmes",-34.471825,-58.677248,1160000225,cte225@duff.com.ar,May 2025,2025-05-01
Cliente 226,"Av. Calchaquí 2300, Quilmes",-34.530867,-58.391285,1160000226,cte226@duff.com.ar,May 2025,2025-05-01
Cliente 227,"Ruta 8 Km 30, San Miguel",-34.505208,-58.482977,1160000227,cte227@duff.com.ar,May 2025,2025-05-01
Cliente 228,"Av. Hipólito Yrigoyen 16000, Lomas",-34.565536,-58.673084,1160000228,cte228@duff.com.ar,May 2025,2025-05-01
Cliente 229,"Av. Santa Fe 2300, Palermo",-34.591826,-58.682426,1160000229,cte229@duff.com.ar,May 2025,2025-05-01
Cliente 230,"Av. Hipólito Yrigoyen 16000, Lomas",-34.544282,-58.679196,1160000230,cte230@duff.com.ar,May 2025,2025-05-01
Cliente 231,"Av. Corrientes 1234, CABA",-34.582259,-58.701746,1160000231,cte231@duff.com.ar,May 2025,2025-05-01
Cliente 232,"Av. Mitre 200, Quilmes",-34.507844,-58.667467,1160000232,cte232@duff.com.ar,May 2025,2025-05-01
Cliente 233,"Av. Mitre 200, Quilmes",-34.527146,-58.548633,1160000233,cte233@duff.com.ar,May 2025,2025-05-01
Cliente 234,"Av. Corrientes 1234, CABA",-34.461921,-58.734275,1160000234,cte234@duff.com.ar,May 2025,2025-05-01
Cliente 235,"Ruta 8 Km 30, San Miguel",-34.440118,-58.49884,1160000235,cte235@duff.com.ar,May 2025,2025-05-01
Cliente 236,"Av. Rivadavia 1000, CABA",-34.583648,-58.400569,1160000236,cte236@duff.com.ar,May 2025,2025-05-01
Cliente 237,"Belgrano 500, Morón",-34.415826,-58.725569,1160000237,cte237@duff.com.ar,May 2025,2025-05-01
Cliente 238,"Av. Santa Fe 2300, Palermo",-34.544624,-58.427519,1160000238,cte238@duff.com.ar,May 2025,2025-05-01
Cliente 239,"Av. Mitre 200, Quilmes",-34.450348,-58.676192,1160000239,cte239@duff.com.ar,May 2025,2025-05-01
Cliente 240,"Belgrano 500, Morón",-34.55813,-58.601811,1160000240,cte240@duff.com.ar,May 2025,2025-05-01
Cliente 241,"Av. Mitre 200, Quilmes",-34.503095,-58.502698,1160000241,cte241@duff.com.ar,May 2025,2025-05-01
Cliente 242,"Av. Rivadavia 1000, CABA",-34.526217,-58.564986,1160000242,cte242@duff.com.ar,May 2025,2025-05-01
Cliente 243,"Av. Corrientes 1234, CABA",-34.450506,-58.735327,1160000243,cte243@duff.com.ar,May 2025,2025-05-01
Cliente 244,"Av. Libertador 15000, San Isidro",-34.549513,-58.46466,1160000244,cte244@duff.com.ar,May 2025,2025-05-01
Cliente 245,"Av. Calchaquí 2300, Quilmes",-34.420959,-58.545329,1160000245,cte245@duff.com.ar,May 2025,2025-05-01
Cliente 246,"Av. Rivadavia 1000, CABA",-34.493577,-58.707131,1160000246,cte246@duff.com.ar,May 2025,2025-05-01
Cliente 247,"Av. Mitre 200, Quilmes",-34.510518,-58.536953,1160000247,cte247@duff.com.ar,May 2025,2025-05-01
Cliente 248,"Av. Corrientes 1234, CABA",-34.551506,-58.642303,1160000248,cte248@duff.com.ar,May 2025,2025-05-01
Cliente 249,"Av. Rivadavia 1000, CABA",-34.524543,-58.741972,1160000249,cte249@duff.com.ar,May 2025,2025-05-01
Cliente 250,"Ruta 8 Km 30, San Miguel",-34.535584,-58.665421,1160000250,cte250@duff.com.ar,May 2025,2025-05-01
Cliente 251,"Av. Corrientes 1234, CABA",-34.534501,-58.702095,1160000251,cte251@duff.com.ar,May 2025,2025-05-01
Cliente 252,"Av. Santa Fe 2300, Palermo",-34.421895,-58.512563,1160000252,cte252@duff.com.ar,May 2025,2025-05-01
Cliente 253,"Av. Mitre 200, Quilmes",-34.46418,-58.434332,1160000253,cte253@duff.com.ar,May 2025,2025-05-01
Cliente 254,"Av. Maipú 300, Vicente López",-34.500312,-58.715232,1160000254,cte254@duff.com.ar,May 2025,2025-05-01
Cliente 255,"Av. Calchaquí 2300, Quilmes",-34.492579,-58.515264,1160000255,cte255@duff.com.ar,May 2025,2025-05-01
Cliente 256,"Av. Hipólito Yrigoyen 16000, Lomas",-34.450912,-58.577336,1160000256,cte256@duff.com.ar,May 2025,2025-05-01
Cliente 257,"Av. Mitre 200, Quilmes",-34.574484,-58.63649,1160000257,cte257@duff.com.ar,May 2025,2025-05-01
Cliente 258,"Av. Santa Fe 2300, Palermo",-34.527384,-58.491633,1160000258,cte258@duff.com.ar,May 2025,2025-05-01
Cliente 259,"San Martín 800, Lanús",-34.485844,-58.607561,1160000259,cte259@duff.com.ar,May 2025,2025-05-01
Cliente 260,"Av. Libertador 15000, San Isidro",-34.402697,-58.50769,1160000260,cte260@duff.com.ar,May 2025,2025-05-01
Cliente 261,"Belgrano 500, Morón",-34.552555,-58.709287,1160000261,cte261@duff.com.ar,May 2025,2025-05-01
Cliente 262,"Belgrano 500, Morón",-34.569428,-58.651617,1160000262,cte262@duff.com.ar,May 2025,2025-05-01
Cliente 263,"Av. Hipólito Yrigoyen 16000, Lomas",-34.567864,-58.675373,1160000263,cte263@duff.com.ar,May 2025,2025-05-01
Cliente 264,"Av. Mitre 200, Quilmes",-34.542981,-58.680651,1160000264,cte264@duff.com.ar,May 2025,2025-05-01
Cliente 265,"Av. Hipólito Yrigoyen 16000, Lomas",-34.420647,-58.717907,1160000265,cte265@duff.com.ar,May 2025,2025-05-01
Cliente 266,"Calle 12 y 44, La Plata",-34.495098,-58.585841,1160000266,cte266@duff.com.ar,May 2025,2025-05-01
Cliente 267,"Av. Mitre 200, Quilmes",-34.403524,-58.705184,1160000267,cte267@duff.com.ar,May 2025,2025-05-01
Cliente 268,"Av. Corrientes 1234, CABA",-34.520429,-58.362212,1160000268,cte268@duff.com.ar,May 2025,2025-05-01
Cliente 269,"Av. Corrientes 1234, CABA",-34.426899,-58.423171,1160000269,cte269@duff.com.ar,May 2025,2025-05-01
Cliente 270,"Av. Calchaquí 2300, Quilmes",-34.548419,-58.681645,1160000270,cte270@duff.com.ar,May 2025,2025-05-01
Cliente 271,"Calle 12 y 44, La Plata",-34.466271,-58.37825,1160000271,cte271@duff.com.ar,May 2025,2025-05-01
Cliente 272,"Ruta 8 Km 30, San Miguel",-34.488647,-58.521355,1160000272,cte272@duff.com.ar,May 2025,2025-05-01
Cliente 273,"Calle 12 y 44, La Plata",-34.544004,-58.442203,1160000273,cte273@duff.com.ar,May 2025,2025-05-01
Cliente 274,"Calle 12 y 44, La Plata",-34.562591,-58.620528,1160000274,cte274@duff.com.ar,May 2025,2025-05-01
Cliente 275,"Av. Hipólito Yrigoyen 16000, Lomas",-34.514913,-58.546956,1160000275,cte275@duff.com.ar,May 2025,2025-05-01
Cliente 276,"Av. Libertador 15000, San Isidro",-34.551518,-58.704065,1160000276,cte276@duff.com.ar,May 2025,2025-05-01
Cliente 277,"Av. Rivadavia 1000, CABA",-34.477876,-58.634548,1160000277,cte277@duff.com.ar,May 2025,2025-05-01
Cliente 278,"Av. Calchaquí 2300, Quilmes",-34.483752,-58.688255,1160000278,cte278@duff.com.ar,May 2025,2025-05-01
Cliente 279,"Av. Calchaquí 2300, Quilmes",-34.503772,-58.536964,1160000279,cte279@duff.com.ar,May 2025,2025-05-01
Cliente 280,"Av. Calchaquí 2300, Quilmes",-34.589635,-58.615358,1160000280,cte280@duff.com.ar,May 2025,2025-05-01
Cliente 281,"Av. Corrientes 1234, CABA",-34.573117,-58.72465,1160000281,cte281@duff.com.ar,May 2025,2025-05-01
Cliente 282,"Av. Rivadavia 1000, CABA",-34.402008,-58.621058,1160000282,cte282@duff.com.ar,May 2025,2025-05-01
Cliente 283,"Calle 12 y 44, La Plata",-34.438025,-58.648144,1160000283,cte283@duff.com.ar,May 2025,2025-05-01
Cliente 284,"Av. Libertador 15000, San Isidro",-34.463699,-58.445909,1160000284,cte284@duff.com.ar,May 2025,2025-05-01
Cliente 285,"Ruta 8 Km 30, San Miguel",-34.480872,-58.56137,1160000285,cte285@duff.com.ar,May 2025,2025-05-01
Cliente 286,"Av. Corrientes 1234, CABA",-34.517632,-58.610453,1160000286,cte286@duff.com.ar,May 2025,2025-05-01
Cliente 287,"Av. Mitre 200, Quilmes",-34.414094,-58.417752,1160000287,cte287@duff.com.ar,May 2025,2025-05-01
Cliente 288,"Av. Mitre 200, Quilmes",-34.406995,-58.700281,1160000288,cte288@duff.com.ar,May 2025,2025-05-01
Cliente 289,"Av. Mitre 200, Quilmes",-34.453827,-58.374664,1160000289,cte289@duff.com.ar,May 2025,2025-05-01
Cliente 290,"Av. Santa Fe 2300, Palermo",-34.563753,-58.723401,1160000290,cte290@duff.com.ar,May 2025,2025-05-01
Cliente 291,"Av. Hipólito Yrigoyen 16000, Lomas",-34.451776,-58.520211,1160000291,cte291@duff.com.ar,May 2025,2025-05-01
Cliente 292,"San Martín 800, Lanús",-34.431634,-58.694091,1160000292,cte292@duff.com.ar,May 2025,2025-05-01
Cliente 293,"Calle 12 y 44, La Plata",-34.440947,-58.669349,1160000293,cte293@duff.com.ar,May 2025,2025-05-01
Cliente 294,"San Martín 800, Lanús",-34.567269,-58.684294,1160000294,cte294@duff.com.ar,May 2025,2025-05-01
Cliente 295,"Av. Maipú 300, Vicente López",-34.437085,-58.483921,1160000295,cte295@duff.com.ar,May 2025,2025-05-01
Cliente 296,"Av. Hipólito Yrigoyen 16000, Lomas",-34.495387,-58.606468,1160000296,cte296@duff.com.ar,May 2025,2025-05-01
Cliente 297,"Av. Mitre 200, Quilmes",-34.42456,-58.593022,1160000297,cte297@duff.com.ar,May 2025,2025-05-01
Cliente 298,"Av. Corrientes 1234, CABA",-34.43668,-58.574346,1160000298,cte298@duff.com.ar,May 2025,2025-05-01
Cliente 299,"Av. Hipólito Yrigoyen 16000, Lomas",-34.524611,-58.564928,1160000299,cte299@duff.com.ar,May 2025,2025-05-01
Cliente 300,"Av. Santa Fe 2300, Palermo",-34.539724,-58.450956,1160000300,cte300@duff.com.ar,May 2025,2025-05-01
Cliente 301,"Av. Corrientes 1234, CABA",-34.499456,-58.657115,1160000301,cte301@duff.com.ar,May 2025,2025-05-01
Cliente 302,"Av. Rivadavia 1000, CABA",-34.420085,-58.596444,1160000302,cte302@duff.com.ar,May 2025,2025-05-01
Cliente 303,"Av. Calchaquí 2300, Quilmes",-34.491289,-58.387411,1160000303,cte303@duff.com.ar,May 2025,2025-05-01
Cliente 304,"Av. Santa Fe 2300, Palermo",-34.475152,-58.703241,1160000304,cte304@duff.com.ar,May 2025,2025-05-01
Cliente 305,"Av. Rivadavia 1000, CABA",-34.412034,-58.498917,1160000305,cte305@duff.com.ar,May 2025,2025-05-01
Cliente 306,"Av. Corrientes 1234, CABA",-34.533019,-58.694291,1160000306,cte306@duff.com.ar,May 2025,2025-05-01
Cliente 307,"Av. Mitre 200, Quilmes",-34.441195,-58.501971,1160000307,cte307@duff.com.ar,May 2025,2025-05-01
Cliente 308,"San Martín 800, Lanús",-34.493308,-58.392443,1160000308,cte308@duff.com.ar,May 2025,2025-05-01
Cliente 309,"Calle 12 y 44, La Plata",-34.442281,-58.68933,1160000309,cte309@duff.com.ar,May 2025,2025-05-01
Cliente 310,"Av. Hipólito Yrigoyen 16000, Lomas",-34.537656,-58.650604,1160000310,cte310@duff.com.ar,May 2025,2025-05-01
Cliente 311,"Av. Hipólito Yrigoyen 16000, Lomas",-34.451211,-58.736587,1160000311,cte311@duff.com.ar,May 2025,2025-05-01
Cliente 312,"Av. Mitre 200, Quilmes",-34.486022,-58.445017,1160000312,cte312@duff.com.ar,May 2025,2025-05-01
Cliente 313,"Calle 12 y 44, La Plata",-34.424647,-58.613167,1160000313,cte313@duff.com.ar,May 2025,2025-05-01
Cliente 314,"Av. Rivadavia 1000, CABA",-34.435749,-58.705747,1160000314,cte314@duff.com.ar,May 2025,2025-05-01
Cliente 315,"San Martín 800, Lanús",-34.43071,-58.699005,1160000315,cte315@duff.com.ar,May 2025,2025-05-01
Cliente 316,"Calle 12 y 44, La Plata",-34.520543,-58.431082,1160000316,cte316@duff.com.ar,May 2025,2025-05-01
Cliente 317,"Av. Rivadavia 1000, CABA",-34.570017,-58.658299,1160000317,cte317@duff.com.ar,May 2025,2025-05-01
Cliente 318,"Calle 12 y 44, La Plata",-34.455549,-58.461985,1160000318,cte318@duff.com.ar,May 2025,2025-05-01
Cliente 319,"Av. Maipú 300, Vicente López",-34.47177,-58.472421,1160000319,cte319@duff.com.ar,May 2025,2025-05-01
Cliente 320,"Av. Hipólito Yrigoyen 16000, Lomas",-34.491455,-58.64928,1160000320,cte320@duff.com.ar,May 2025,2025-05-01
Cliente 321,"Av. Maipú 300, Vicente López",-34.530861,-58.677361,1160000321,cte321@duff.com.ar,May 2025,2025-05-01
Cliente 322,"Calle 12 y 44, La Plata",-34.41831,-58.516643,1160000322,cte322@duff.com.ar,May 2025,2025-05-01
Cliente 323,"Av. Libertador 15000, San Isidro",-34.51983,-58.565198,1160000323,cte323@duff.com.ar,May 2025,2025-05-01
Cliente 324,"Av. Libertador 15000, San Isidro",-34.410543,-58.688659,1160000324,cte324@duff.com.ar,May 2025,2025-05-01
Cliente 325,"Av. Santa Fe 2300, Palermo",-34.482754,-58.547645,1160000325,cte325@duff.com.ar,May 2025,2025-05-01
Cliente 326,"Av. Calchaquí 2300, Quilmes",-34.477709,-58.742756,1160000326,cte326@duff.com.ar,May 2025,2025-05-01
Cliente 327,"Av. Libertador 15000, San Isidro",-34.425575,-58.377153,1160000327,cte327@duff.com.ar,May 2025,2025-05-01
Cliente 328,"Av. Hipólito Yrigoyen 16000, Lomas",-34.486973,-58.47134,1160000328,cte328@duff.com.ar,May 2025,2025-05-01
Cliente 329,"San Martín 800, Lanús",-34.4155,-58.467105,1160000329,cte329@duff.com.ar,May 2025,2025-05-01
Cliente 330,"Av. Mitre 200, Quilmes",-34.569492,-58.519485,1160000330,cte330@duff.com.ar,May 2025,2025-05-01
Cliente 331,"Av. Maipú 300, Vicente López",-34.478657,-58.580348,1160000331,cte331@duff.com.ar,May 2025,2025-05-01
Cliente 332,"Av. Mitre 200, Quilmes",-34.452711,-58.376253,1160000332,cte332@duff.com.ar,May 2025,2025-05-01
Cliente 333,"Av. Rivadavia 1000, CABA",-34.414886,-58.569664,1160000333,cte333@duff.com.ar,May 2025,2025-05-01
Cliente 334,"Belgrano 500, Morón",-34.577352,-58.356064,1160000334,cte334@duff.com.ar,May 2025,2025-05-01
Cliente 335,"Av. Libertador 15000, San Isidro",-34.43222,-58.700135,1160000335,cte335@duff.com.ar,May 2025,2025-05-01
Cliente 336,"Av. Santa Fe 2300, Palermo",-34.415832,-58.402041,1160000336,cte336@duff.com.ar,May 2025,2025-05-01
Cliente 337,"Av. Rivadavia 1000, CABA",-34.496232,-58.51349,1160000337,cte337@duff.com.ar,May 2025,2025-05-01
Cliente 338,"Av. Libertador 15000, San Isidro",-34.520199,-58.728095,1160000338,cte338@duff.com.ar,May 2025,2025-05-01
Cliente 339,"Ruta 8 Km 30, San Miguel",-34.532961,-58.428859,1160000339,cte339@duff.com.ar,May 2025,2025-05-01
Cliente 340,"Av. Rivadavia 1000, CABA",-34.599074,-58.6166,1160000340,cte340@duff.com.ar,May 2025,2025-05-01
Cliente 341,"Av. Rivadavia 1000, CABA",-34.520366,-58.535042,1160000341,cte341@duff.com.ar,May 2025,2025-05-01
Cliente 342,"Belgrano 500, Morón",-34.416029,-58.611462,1160000342,cte342@duff.com.ar,May 2025,2025-05-01
Cliente 343,"Av. Hipólito Yrigoyen 16000, Lomas",-34.530609,-58.455,1160000343,cte343@duff.com.ar,May 2025,2025-05-01
Cliente 344,"Av. Santa Fe 2300, Palermo",-34.509556,-58.660158,1160000344,cte344@duff.com.ar,May 2025,2025-05-01
Cliente 345,"Av. Santa Fe 2300, Palermo",-34.509512,-58.693657,1160000345,cte345@duff.com.ar,May 2025,2025-05-01
Cliente 346,"San Martín 800, Lanús",-34.564723,-58.550653,1160000346,cte346@duff.com.ar,May 2025,2025-05-01
Cliente 347,"Av. Rivadavia 1000, CABA",-34.516215,-58.384062,1160000347,cte347@duff.com.ar,May 2025,2025-05-01
Cliente 348,"Av. Santa Fe 2300, Palermo",-34.527521,-58.517765,1160000348,cte348@duff.com.ar,May 2025,2025-05-01
Cliente 349,"Av. Corrientes 1234, CABA",-34.473547,-58.744762,1160000349,cte349@duff.com.ar,May 2025,2025-05-01
Cliente 350,"San Martín 800, Lanús",-34.467293,-58.678786,1160000350,cte350@duff.com.ar,May 2025,2025-05-01
Cliente 351,"Av. Corrientes 1234, CABA",-34.407786,-58.690535,1160000351,cte351@duff.com.ar,May 2025,2025-05-01
Cliente 352,"Belgrano 500, Morón",-34.517075,-58.71586,1160000352,cte352@duff.com.ar,May 2025,2025-05-01
Cliente 353,"Av. Corrientes 1234, CABA",-34.400625,-58.549122,1160000353,cte353@duff.com.ar,May 2025,2025-05-01
Cliente 354,"Av. Calchaquí 2300, Quilmes",-34.480923,-58.723169,1160000354,cte354@duff.com.ar,May 2025,2025-05-01
Cliente 355,"Av. Mitre 200, Quilmes",-34.450008,-58.666038,1160000355,cte355@duff.com.ar,May 2025,2025-05-01
Cliente 356,"Calle 12 y 44, La Plata",-34.420389,-58.667944,1160000356,cte356@duff.com.ar,May 2025,2025-05-01
Cliente 357,"Av. Corrientes 1234, CABA",-34.561862,-58.73538,1160000357,cte357@duff.com.ar,May 2025,2025-05-01
Cliente 358,"Belgrano 500, Morón",-34.505587,-58.524064,1160000358,cte358@duff.com.ar,May 2025,2025-05-01
Cliente 359,"Av. Mitre 200, Quilmes",-34.586858,-58.439789,1160000359,cte359@duff.com.ar,May 2025,2025-05-01
Cliente 360,"Belgrano 500, Morón",-34.509342,-58.540244,1160000360,cte360@duff.com.ar,May 2025,2025-05-01
Cliente 361,"Belgrano 500, Morón",-34.511847,-58.589695,1160000361,cte361@duff.com.ar,May 2025,2025-05-01
Cliente 362,"Av. Rivadavia 1000, CABA",-34.488072,-58.687904,1160000362,cte362@duff.com.ar,May 2025,2025-05-01
Cliente 363,"Belgrano 500, Morón",-34.563614,-58.405286,1160000363,cte363@duff.com.ar,May 2025,2025-05-01
Cliente 364,"Av. Corrientes 1234, CABA",-34.410777,-58.600676,1160000364,cte364@duff.com.ar,May 2025,2025-05-01
Cliente 365,"Calle 12 y 44, La Plata",-34.545851,-58.4924,1160000365,cte365@duff.com.ar,May 2025,2025-05-01
Cliente 366,"Av. Calchaquí 2300, Quilmes",-34.518253,-58.739845,1160000366,cte366@duff.com.ar,May 2025,2025-05-01
Cliente 367,"Belgrano 500, Morón",-34.568769,-58.463611,1160000367,cte367@duff.com.ar,May 2025,2025-05-01
Cliente 368,"Belgrano 500, Morón",-34.468215,-58.739162,1160000368,cte368@duff.com.ar,May 2025,2025-05-01
Cliente 369,"Av. Santa Fe 2300, Palermo",-34.555606,-58.65757,1160000369,cte369@duff.com.ar,May 2025,2025-05-01
Cliente 370,"Ruta 8 Km 30, San Miguel",-34.465621,-58.742116,1160000370,cte370@duff.com.ar,May 2025,2025-05-01
Cliente 371,"Av. Maipú 300, Vicente López",-34.579178,-58.430034,1160000371,cte371@duff.com.ar,May 2025,2025-05-01
Cliente 372,"Av. Mitre 200, Quilmes",-34.564291,-58.488902,1160000372,cte372@duff.com.ar,May 2025,2025-05-01
Cliente 373,"Av. Calchaquí 2300, Quilmes",-34.552363,-58.710223,1160000373,cte373@duff.com.ar,May 2025,2025-05-01
Cliente 374,"Av. Libertador 15000, San Isidro",-34.551366,-58.461093,1160000374,cte374@duff.com.ar,May 2025,2025-05-01
Cliente 375,"Ruta 8 Km 30, San Miguel",-34.428861,-58.417912,1160000375,cte375@duff.com.ar,May 2025,2025-05-01
Cliente 376,"Av. Mitre 200, Quilmes",-34.520563,-58.482766,1160000376,cte376@duff.com.ar,May 2025,2025-05-01
Cliente 377,"Av. Maipú 300, Vicente López",-34.559003,-58.632741,1160000377,cte377@duff.com.ar,May 2025,2025-05-01
Cliente 378,"Calle 12 y 44, La Plata",-34.420733,-58.744799,1160000378,cte378@duff.com.ar,May 2025,2025-05-01
Cliente 379,"San Martín 800, Lanús",-34.582898,-58.666845,1160000379,cte379@duff.com.ar,May 2025,2025-05-01
Cliente 380,"Av. Calchaquí 2300, Quilmes",-34.594694,-58.677426,1160000380,cte380@duff.com.ar,May 2025,2025-05-01
Cliente 381,"Av. Calchaquí 2300, Quilmes",-34.483392,-58.58143,1160000381,cte381@duff.com.ar,May 2025,2025-05-01
Cliente 382,"Av. Maipú 300, Vicente López",-34.421466,-58.423023,1160000382,cte382@duff.com.ar,May 2025,2025-05-01
Cliente 383,"Av. Hipólito Yrigoyen 16000, Lomas",-34.531637,-58.646231,1160000383,cte383@duff.com.ar,May 2025,2025-05-01
Cliente 384,"Ruta 8 Km 30, San Miguel",-34.524062,-58.513882,1160000384,cte384@duff.com.ar,May 2025,2025-05-01
Cliente 385,"Av. Corrientes 1234, CABA",-34.546387,-58.50034,1160000385,cte385@duff.com.ar,May 2025,2025-05-01
Cliente 386,"Av. Rivadavia 1000, CABA",-34.518118,-58.529181,1160000386,cte386@duff.com.ar,May 2025,2025-05-01
Cliente 387,"Av. Hipólito Yrigoyen 16000, Lomas",-34.512775,-58.632214,1160000387,cte387@duff.com.ar,May 2025,2025-05-01
Cliente 388,"Belgrano 500, Morón",-34.410309,-58.444558,1160000388,cte388@duff.com.ar,May 2025,2025-05-01
Cliente 389,"Belgrano 500, Morón",-34.571977,-58.402613,1160000389,cte389@duff.com.ar,May 2025,2025-05-01
Cliente 390,"Av. Corrientes 1234, CABA",-34.502514,-58.392179,1160000390,cte390@duff.com.ar,May 2025,2025-05-01
Cliente 391,"Av. Corrientes 1234, CABA",-34.440029,-58.579915,1160000391,cte391@duff.com.ar,May 2025,2025-05-01
Cliente 392,"Av. Santa Fe 2300, Palermo",-34.595506,-58.642529,1160000392,cte392@duff.com.ar,May 2025,2025-05-01
Cliente 393,"Av. Mitre 200, Quilmes",-34.491673,-58.496609,1160000393,cte393@duff.com.ar,May 2025,2025-05-01
Cliente 394,"Av. Santa Fe 2300, Palermo",-34.548422,-58.694258,1160000394,cte394@duff.com.ar,May 2025,2025-05-01
Cliente 395,"Av. Maipú 300, Vicente López",-34.433014,-58.356239,1160000395,cte395@duff.com.ar,May 2025,2025-05-01
Cliente 396,"San Martín 800, Lanús",-34.494862,-58.681328,1160000396,cte396@duff.com.ar,May 2025,2025-05-01
Cliente 397,"Ruta 8 Km 30, San Miguel",-34.545539,-58.742644,1160000397,cte397@duff.com.ar,May 2025,2025-05-01
Cliente 398,"Av. Corrientes 1234, CABA",-34.41714,-58.7029,1160000398,cte398@duff.com.ar,May 2025,2025-05-01
Cliente 399,"Av. Mitre 200, Quilmes",-34.484697,-58.640378,1160000399,cte399@duff.com.ar,May 2025,2025-05-01
Cliente 400,"Ruta 8 Km 30, San Miguel",-34.489164,-58.489432,1160000400,cte400@duff.com.ar,May 2025,2025-05-01
Cliente 401,"Av. Maipú 300, Vicente López",-34.434052,-58.667431,1160000401,cte401@duff.com.ar,May 2025,2025-05-01
