Cliente,Dirección,Latitud,Longitud,Teléfono,Correo electrónico,Fecha,Mes,Cantidad_entregas
803,Avenida San Martín 1460,-34.713268,-58.531238,+34703 64 25 17,rogelio61@cerda-moles.com,2025-10-14,10,1
807,Calle Rivera Indarte 655,-34.722175,-58.445541,+34 739 761 386,haller@mateos-canovas.com,2025-05-30,5,1
809,Avenida San Martín 973,-34.787975,-58.572085,+34 724 15 62 44,edgardo71@yahoo.com,2025-10-01,10,1
829,Avenida Directorio 5857,-34.649025,-58.42869,+34887 24 99 73,encarna02@gisbert.org,2025-06-30,6,1
830,Calle Emilio Castro 270,-34.808084,-58.362999,+34 925 321 671,jiborra@hotmail.com,2025-08-14,8,1
831,Calle Emilio Castro 3544,-34.788695,-58.558354,+34 847063093,fermin62@clavero.com,2025-08-04,8,1
833,Avenida del Libertador 9177,-34.749982,-58.534241,+34889 438 553,mariocisneros@pintor.org,2025-06-05,6,1
834,Calle 25 de Mayo 695,-34.669698,-58.458583,+34715 492 500,maparicio@gmail.com,2025-07-14,7,1
835,Avenida del Libertador 7082,-34.801225,-58.430864,+34 725058345,gomezpaz@gmail.com,2025-05-03,5,1
843,Avenida Rivadavia 6503,-34.643502,-58.506768,+34739421183,borja68@campoy-morillo.es,2025-09-06,9,1
844,Avenida del Libertador 5027,-34.734562,-58.330288,+34 739044279,sabinabaro@hotmail.com,2025-07-25,7,1
845,Calle Yrigoyen 3095,-34.730916,-58.472409,+34608710168,esteban17@yahoo.com,2025-05-28,5,1
855,Avenida Juan B. Justo 8780,-34.685473,-58.533094,+34 749027754,agustina85@gmail.com,2025-08-12,8,1
856,Calle Lavalle 6623,-34.821912,-58.301206,+34725 628 434,nydia98@yahoo.com,2025-06-16,6,1
860,Avenida Cabildo 1696,-34.86861,-58.416043,+34 719 15 15 39,nadia23@saldana.com,2025-10-30,10,1
861,Avenida Directorio 691,-34.714572,-58.596785,+34741 922 044,eutropioperal@bermudez-andreu.es,2025-07-08,7,1
862,Avenida Corrientes 7396,-34.77345,-58.505047,+34 701 043 146,narvaezfortunato@gmail.com,2025-09-27,9,1
863,Avenida Santa Fe 5236,-34.653234,-58.354348,+34 723 444 942,modesto50@gmail.com,2025-10-18,10,1
864,Avenida Juan B. Justo 4021,-34.776951,-58.410096,+34 847 65 19 10,bonifacio14@fuster.net,2025-08-06,8,1
865,Calle 25 de Mayo 2065,-34.846738,-58.573101,+34 743507557,pascualagapito@yahoo.com,2025-07-09,7,1
872,Avenida Corrientes 3266,-34.6053,-58.48176,+34708 08 60 21,utejedor@yahoo.com,2025-08-22,8,1
876,Avenida del Libertador 6043,-34.732537,-58.597438,+34741 90 48 28,ramo@hotmail.com,2025-05-21,5,1
878,Calle Segurola 7579,-34.875546,-58.471041,+34688 836 660,baudeliovalera@marin-leon.com,2025-06-03,6,1
879,Calle 25 de Mayo 9496,-34.637555,-58.464681,+34 741 892 886,hbou@gmail.com,2025-06-20,6,1
883,Avenida San Martín 2871,-34.66301,-58.402475,+34 704185546,luisnilda@hotmail.com,2025-05-31,5,1
889,Avenida Corrientes 7160,-34.696833,-58.482717,+34 704960237,lorena81@hotmail.com,2025-06-07,6,1
891,Avenida Cabildo 5754,-34.887282,-58.370268,+34 743 92 29 27,tmarquez@hotmail.com,2025-07-05,7,1
893,Avenida Corrientes 2573,-34.688079,-58.466598,+34 712 006 771,macariaazcona@tejedor.org,2025-09-23,9,1
902,Avenida Cabildo 8818,-34.8203,-58.329946,+34730511038,milagros48@godoy.es,2025-08-27,8,1
904,Calle Belgrano 4563,-34.629728,-58.500285,+34735205917,cayetanaibanez@hotmail.com,2025-07-07,7,1
905,Calle Lavalle 959,-34.650716,-58.437506,+34625 864 018,soraya49@hotmail.com,2025-08-06,8,1
906,Calle Segurola 1332,-34.876054,-58.342498,+34 726278235,olivemerche@barroso.org,2025-06-04,6,1
909,Calle Lavalle 9632,-34.871679,-58.332774,+34 745 879 224,rmariscal@merino.es,2025-07-24,7,1
910,Avenida Gaona 4930,-34.773413,-58.347774,+34880 72 41 94,ursula25@yahoo.com,2025-07-21,7,1
917,Avenida del Libertador 5843,-34.892513,-58.484757,+34 731 21 12 72,abarral@hotmail.com,2025-07-12,7,1
923,Avenida Corrientes 3448,-34.885168,-58.563146,+34740 128 190,raimundolopez@jurado-nogueira.es,2025-08-04,8,1
929,Avenida Juan B. Justo 2785,-34.815926,-58.337933,+34617 08 32 62,osegovia@yahoo.com,2025-08-02,8,1
929,Avenida San Martín 9388,-34.669505,-58.463507,+34 721619092,cpriego@neira-riba.org,2025-09-26,9,1
932,Avenida Cabildo 9036,-34.841483,-58.448232,+34 716 142 754,juanitamontalban@aguila.es,2025-10-24,10,1
932,Calle Belgrano 8725,-34.754739,-58.300582,+34 622200732,patriciocervera@hotmail.com,2025-05-30,5,1
933,Avenida Santa Fe 7703,-34.772201,-58.347088,+34714205724,ana-belengarcia@hotmail.com,2025-05-05,5,1
933,Calle Belgrano 2550,-34.613341,-58.445163,+34 840 73 02 23,lorenzosanabria@hotmail.com,2025-09-30,9,1
934,Avenida del Libertador 8713,-34.798933,-58.522679,+34747 999 041,fortunata34@yahoo.com,2025-09-29,9,1
938,Calle Lavalle 4239,-34.7013,-58.533394,+34 717459654,rochacintia@yahoo.com,2025-05-23,5,1
938,Calle Lavalle 9566,-34.611831,-58.357056,+34 904 86 20 21,fferrero@calderon.com,2025-09-03,9,1
939,Avenida Juan B. Justo 9631,-34.864367,-58.586904,+34737 48 89 09,zalvarado@hotmail.com,2025-09-08,9,1
940,Avenida San Martín 7436,-34.631347,-58.586622,+34707 64 34 39,roldan95@colomer-gomis.es,2025-07-03,7,1
946,Calle Lavalle 3435,-34.677371,-58.490441,+34714431599,africa74@hotmail.com,2025-05-03,5,1
949,Calle Lavalle 7871,-34.666007,-58.589924,+34944346175,tudelapio@torrent.es,2025-10-27,10,1
954,Calle 25 de Mayo 1884,-34.649452,-58.383965,+34614 18 78 59,santamariatito@verdejo.es,2025-06-17,6,1
956,Calle Yrigoyen 7418,-34.638927,-58.562589,+34 716 20 60 90,barberaolimpia@pablo.com,2025-06-28,6,1
957,Avenida Directorio 2143,-34.847634,-58.497832,+34742349143,fernandanarvaez@hotmail.com,2025-06-30,6,1
960,Calle 25 de Mayo 1088,-34.781206,-58.305857,+34 812 68 75 78,delgadofelicidad@sedano.net,2025-06-02,6,1
962,Calle Yrigoyen 3780,-34.815169,-58.362441,+34 732740318,ruth51@garcia.es,2025-06-09,6,1
968,Calle Lavalle 413,-34.62743,-58.584887,+34 738 737 861,martinezodalis@iniguez.es,2025-07-18,7,1
969,Calle Rivera Indarte 7948,-34.730647,-58.595147,+34746 606 308,cayetana11@gmail.com,2025-05-05,5,1
977,Avenida Santa Fe 5335,-34.801591,-58.411619,+34 808286054,federicocontreras@yahoo.com,2025-06-21,6,1
980,Avenida Rivadavia 8771,-34.776429,-58.553205,+34724 865 877,rodenaspriscila@macias.es,2025-07-26,7,1
982,Calle Emilio Castro 9005,-34.706481,-58.340654,+34 705091009,zvalero@gmail.com,2025-08-28,8,1
984,Calle Rivera Indarte 5064,-34.726492,-58.396342,+34 726 22 96 31,maritamena@yahoo.com,2025-08-04,8,1
985,Avenida Rivadavia 1705,-34.862114,-58.455729,+34721143007,verdugoruy@angulo-pablo.org,2025-09-12,9,1
986,Calle Emilio Castro 6437,-34.754825,-58.379457,+34 709 08 21 70,herminio79@cardenas.com,2025-05-16,5,1
992,Avenida San Martín 6120,-34.778498,-58.409688,+34971 17 52 86,eduardo01@hotmail.com,2025-08-16,8,1
994,Calle Lavalle 2983,-34.664413,-58.525764,+34 739 082 682,juan-jose92@rosa.es,2025-09-23,9,1
999,Calle 25 de Mayo 3312,-34.647562,-58.374833,+34 850786747,fonsecaclaudio@pera.com,2025-06-12,6,1
999,Calle Yrigoyen 3524,-34.718228,-58.446128,+34735 97 39 01,emigdiolarrea@mendez.es,2025-09-11,9,1
1003,Calle Rivera Indarte 5905,-34.826815,-58.407322,+34731 206 154,nevadooscar@crespo-valles.net,2025-07-24,7,1
1005,Calle Rivera Indarte 5925,-34.874139,-58.508734,+34742 939 477,sabina80@murillo.com,2025-05-24,5,1
1007,Avenida Corrientes 7797,-34.869068,-58.484221,+34831 44 97 34,nbenavente@cespedes.com,2025-05-20,5,1
1014,Avenida Gaona 4274,-34.8511,-58.407845,+34 722143803,alejopalomino@escamilla.com,2025-10-15,10,1
1018,Avenida Rivadavia 4616,-34.601788,-58.400343,+34 624 322 444,mmorcillo@aznar-mesa.net,2025-06-26,6,1
1020,Calle Lavalle 7392,-34.891458,-58.343327,+34 707 98 31 89,maria-pilar18@yahoo.com,2025-06-13,6,1
1022,Avenida Rivadavia 9723,-34.710665,-58.352888,+34748674552,galloeufemia@rincon.net,2025-10-29,10,1
1022,Calle Segurola 688,-34.815699,-58.552466,+34 721774126,gsimo@yahoo.com,2025-10-11,10,1
1024,Calle Yrigoyen 7732,-34.813433,-58.335968,+34 999 63 76 95,azaharcisneros@manuel-company.es,2025-10-25,10,1
1030,Calle Lavalle 3884,-34.708729,-58.417891,+34 746332493,vicentecelestina@carbo-cardona.com,2025-06-13,6,1
1032,Avenida Rivadavia 2441,-34.810071,-58.320865,+34930 16 03 14,jose-carlos22@hotmail.com,2025-07-26,7,1
1036,Calle Rivera Indarte 2766,-34.722878,-58.507919,+34711737374,juanito97@criado.com,2025-10-15,10,1
1036,Calle Rivera Indarte 8269,-34.671542,-58.412933,+34715256712,agueda24@yahoo.com,2025-06-27,6,1
1037,Avenida del Libertador 3560,-34.773229,-58.543421,+34703593263,ahernando@hotmail.com,2025-08-16,8,1
1047,Calle 25 de Mayo 6552,-34.730432,-58.362292,+34746354036,antonio89@cuadrado-grande.com,2025-06-21,6,1
1052,Avenida Corrientes 4695,-34.816163,-58.36753,+34741511501,asales@moles-pellicer.es,2025-07-22,7,1
1056,Calle 25 de Mayo 3681,-34.71668,-58.359508,+34705 391 047,eguerra@yahoo.com,2025-06-17,6,1
1058,Avenida San Martín 7101,-34.87559,-58.432331,+34 939 285 721,yrius@hotmail.com,2025-10-02,10,1
1059,Calle Yrigoyen 7464,-34.814645,-58.545976,+34 881 69 08 60,penalverjose-miguel@girona.net,2025-08-04,8,1
1062,Avenida Gaona 4283,-34.808505,-58.319809,+34706 066 581,rociosalom@yahoo.com,2025-07-09,7,1
1064,Avenida del Libertador 7194,-34.602459,-58.576511,+34 934 52 54 53,uriarteambar@yahoo.com,2025-05-23,5,1
1070,Calle Lavalle 8062,-34.799314,-58.587664,+34 661729568,manzanaresisaac@hidalgo-becerra.es,2025-05-12,5,1
1081,Avenida Corrientes 3863,-34.790398,-58.49516,+34 730 828 408,gcatalan@pina.es,2025-09-12,9,1
1082,Avenida Directorio 656,-34.776147,-58.470928,+34 910842712,lopezherberto@gmail.com,2025-09-13,9,1
1087,Calle 25 de Mayo 4990,-34.658577,-58.521969,+34964743812,arevalochus@dieguez-pavon.es,2025-05-24,5,1
1091,Calle 25 de Mayo 6317,-34.607667,-58.556603,+34741320599,hortensiasilva@gmail.com,2025-08-05,8,1
1092,Calle Segurola 4732,-34.759461,-58.470271,+34 729 068 062,xvilaplana@paez.org,2025-07-23,7,1
1094,Calle Segurola 1172,-34.860114,-58.376841,+34 966045692,angeles29@hotmail.com,2025-05-19,5,1
1099,Calle Emilio Castro 981,-34.764369,-58.309842,+34656312859,noe72@hotmail.com,2025-08-29,8,1
1102,Avenida Cabildo 2613,-34.692403,-58.581332,+34 700 227 188,zrovira@hotmail.com,2025-08-18,8,1
1102,Avenida Directorio 6095,-34.811852,-58.562203,+34 735178545,cristian96@bustamante-estrada.com,2025-08-21,8,1
1107,Calle Segurola 3128,-34.766878,-58.570818,+34843854192,javiera30@yahoo.com,2025-08-19,8,1
1114,Avenida Rivadavia 2568,-34.729572,-58.341463,+34613 68 91 83,pdiez@gmail.com,2025-05-12,5,1
1116,Calle Emilio Castro 5721,-34.725977,-58.546645,+34 910 427 061,morilloisidoro@falcon.net,2025-06-19,6,1
1117,Avenida del Libertador 4120,-34.801651,-58.523377,+34 905 126 532,correajoan@pardo.com,2025-07-16,7,1
1118,Avenida del Libertador 3502,-34.81609,-58.301389,+34 724 405 499,valverdemartirio@gmail.com,2025-06-20,6,1
1121,Calle Belgrano 3681,-34.623868,-58.321834,+34703 19 34 13,arnaumanu@gmail.com,2025-10-04,10,1
1125,Avenida Directorio 1905,-34.780704,-58.535536,+34 749264986,xsanchez@hotmail.com,2025-05-08,5,1
1130,Calle Segurola 9226,-34.724727,-58.52472,+34 916 549 407,hayala@arregui-barbero.org,2025-05-30,5,1
1142,Calle Lavalle 1825,-34.606831,-58.401905,+34 743 501 674,maura12@yahoo.com,2025-10-01,10,1
1142,Calle Segurola 6387,-34.840038,-58.303173,+34889 971 256,carballonieves@larrea.com,2025-07-03,7,1
1143,Calle Belgrano 5057,-34.650952,-58.434361,+34 862751456,oliviahidalgo@gmail.com,2025-06-12,6,1
1145,Avenida San Martín 6666,-34.871436,-58.375687,+34729 277 991,eabril@baron.com,2025-06-11,6,1
1147,Avenida Corrientes 8112,-34.802263,-58.591305,+34 709 64 53 76,paulina33@gmail.com,2025-07-23,7,1
1148,Calle Rivera Indarte 6455,-34.733696,-58.554801,+34951164481,jcamara@garzon-donaire.es,2025-10-30,10,1
1150,Avenida Corrientes 9039,-34.697548,-58.582043,+34 858 206 673,gmora@gmail.com,2025-07-25,7,1
1155,Calle Yrigoyen 8153,-34.762017,-58.415071,+34 721 86 74 90,joaquinatoro@catala-figuerola.es,2025-07-05,7,1
1171,Calle Belgrano 3265,-34.807189,-58.582982,+34729 247 974,josefa43@casals-gallart.es,2025-06-21,6,1
1172,Avenida Gaona 572,-34.654413,-58.311947,+34 840 47 29 96,rosauraibarra@yahoo.com,2025-09-04,9,1
1176,Avenida del Libertador 619,-34.619723,-58.38593,+34734 560 960,xenriquez@calatayud.org,2025-10-01,10,1
1184,Avenida Directorio 8805,-34.63015,-58.354313,+34 741 391 953,carvajaljuan-antonio@yahoo.com,2025-10-18,10,1
1185,Avenida Gaona 8404,-34.812387,-58.508742,+34727527785,jteruel@quintero.com,2025-08-16,8,1
1185,Calle Rivera Indarte 4749,-34.8773,-58.330778,+34668 74 23 28,azenethfajardo@vaquero.org,2025-07-29,7,1
1188,Avenida Juan B. Justo 4534,-34.742147,-58.426279,+34 746 569 492,maria-luisacadenas@hotmail.com,2025-09-13,9,1
1189,Avenida Cabildo 6707,-34.802954,-58.495308,+34 602 651 903,belen26@gmail.com,2025-10-24,10,1
1190,Avenida Santa Fe 5890,-34.676417,-58.582549,+34735 392 060,lordonez@luque-tellez.es,2025-06-16,6,1
1190,Calle Rivera Indarte 4273,-34.65829,-58.363709,+34 738344754,equintana@gmail.com,2025-07-18,7,1
1191,Avenida Juan B. Justo 7212,-34.64558,-58.510874,+34713958773,bautista36@gmail.com,2025-09-06,9,1
1196,Avenida San Martín 1114,-34.721259,-58.576043,+34 804454626,jose-antonioalcaraz@yahoo.com,2025-09-03,9,1
1197,Avenida Rivadavia 5806,-34.610523,-58.37456,+34 855 83 18 53,bperalta@aroca.org,2025-05-28,5,1
1197,Avenida San Martín 9039,-34.814735,-58.346597,+34710033556,isidoradalmau@alcalde-galvez.es,2025-09-08,9,1
1202,Avenida San Martín 6169,-34.808616,-58.51607,+34726838935,mballester@hotmail.com,2025-05-24,5,1
1205,Avenida Directorio 7073,-34.63259,-58.386202,+34 700 46 70 50,tamara85@hotmail.com,2025-09-17,9,1
1207,Avenida del Libertador 967,-34.754011,-58.349127,+34 727 52 23 86,jvillanueva@gmail.com,2025-06-28,6,1
1208,Avenida Gaona 6324,-34.80386,-58.493837,+34 614 123 317,romulomariscal@verdejo.es,2025-09-17,9,1
1211,Calle Rivera Indarte 9755,-34.681886,-58.470189,+34866 25 07 45,godofredo80@hotmail.com,2025-06-07,6,1
1212,Calle Rivera Indarte 9551,-34.711599,-58.531524,+34928 67 13 98,enriquezteodoro@batalla-rodenas.org,2025-09-16,9,1
1214,Avenida Cabildo 675,-34.819283,-58.314259,+34 913 722 050,liliamayol@yahoo.com,2025-09-19,9,1
1215,Avenida San Martín 3949,-34.687275,-58.485878,+34 718229674,pancho60@paz-villena.es,2025-10-07,10,1
1215,Calle Yrigoyen 2248,-34.670861,-58.544299,+34730887012,csarabia@gmail.com,2025-07-15,7,1
1230,Calle Lavalle 8023,-34.669799,-58.52364,+34710074134,evabonilla@hotmail.com,2025-08-18,8,1
1234,Calle Segurola 2784,-34.676593,-58.440541,+34909 98 80 22,buenaventurabeltran@yahoo.com,2025-10-13,10,1
1236,Avenida del Libertador 7419,-34.635577,-58.48681,+34 837 13 95 96,gbarriga@hotmail.com,2025-10-29,10,1
1237,Avenida Directorio 3266,-34.871584,-58.402015,+34973 40 46 15,kandrade@yahoo.com,2025-07-12,7,1
1246,Calle Belgrano 5779,-34.789978,-58.355105,+34 927 998 206,egonzalo@godoy.com,2025-08-18,8,1
1251,Calle Emilio Castro 1721,-34.809359,-58.470601,+34706491039,varaluciana@yahoo.com,2025-05-06,5,1
1257,Calle Segurola 3703,-34.717147,-58.559696,+34 749198968,ignaciogodoy@gmail.com,2025-08-19,8,1
1262,Avenida Corrientes 2885,-34.617251,-58.477227,+34 720 43 90 26,lgarzon@bermejo-quintana.es,2025-10-17,10,1
1272,Avenida Rivadavia 3040,-34.607653,-58.4612,+34 610 370 404,abilio45@hotmail.com,2025-07-10,7,1
1274,Avenida San Martín 152,-34.622492,-58.318639,+34802890723,etelvina73@hotmail.com,2025-07-30,7,1
1275,Avenida Gaona 6426,-34.679222,-58.420145,+34928347679,benitazamora@peinado.net,2025-05-13,5,1
1278,Calle Rivera Indarte 5009,-34.673201,-58.546295,+34712588070,ceferinograu@boada.es,2025-07-10,7,1
1285,Avenida Juan B. Justo 3297,-34.777581,-58.328748,+34969779145,aranzazu05@gmail.com,2025-10-25,10,1
1288,Avenida Directorio 3230,-34.640345,-58.457191,+34 613 582 267,ruben73@gonzalez.com,2025-05-01,5,1
1294,Avenida Gaona 2310,-34.77522,-58.310863,+34707231139,fustermaria-fernanda@peral-vendrell.com,2025-08-07,8,1
1296,Calle Emilio Castro 6121,-34.76903,-58.424041,+34946 25 00 18,celestina36@giron-nieto.com,2025-06-21,6,1
1296,Calle Emilio Castro 8917,-34.602162,-58.468679,+34745 621 481,virginiacheca@barranco.net,2025-07-02,7,1
1300,Calle Lavalle 4594,-34.797406,-58.506319,+34 703 57 28 40,rogelioarino@hotmail.com,2025-06-09,6,1
1309,Calle Segurola 1469,-34.802784,-58.368055,+34740 897 200,bferrando@hotmail.com,2025-10-28,10,1
1320,Avenida Gaona 5321,-34.801557,-58.397859,+34 730 37 41 11,xaguilo@hotmail.com,2025-08-30,8,1
1320,Calle Lavalle 2694,-34.768028,-58.569361,+34 747 375 314,avilacandelario@gmail.com,2025-09-03,9,1
1327,Calle Yrigoyen 6867,-34.665987,-58.304492,+34861 160 352,linasaldana@riba.net,2025-05-28,5,1
1329,Calle Yrigoyen 1666,-34.719692,-58.47756,+34 718 937 935,pquiros@gmail.com,2025-10-24,10,1
1332,Avenida Directorio 1011,-34.651069,-58.340168,+34 706 03 30 23,wcuervo@gmail.com,2025-10-10,10,1
1340,Avenida Juan B. Justo 5948,-34.621531,-58.365334,+34 849 522 541,marquezmaria-angeles@gmail.com,2025-08-25,8,1
1340,Calle Yrigoyen 8516,-34.806203,-58.454892,+34 748 163 581,saturninoarregui@franco.es,2025-05-24,5,1
1343,Calle 25 de Mayo 270,-34.879892,-58.523274,+34 680997153,chita72@cortes-olmedo.com,2025-07-14,7,1
1351,Avenida del Libertador 718,-34.671305,-58.337861,+34 708 88 90 74,qfuentes@hotmail.com,2025-06-27,6,1
1353,Calle Yrigoyen 8527,-34.768206,-58.56246,+34 737794783,arcevictorino@yahoo.com,2025-07-04,7,1
1354,Calle Rivera Indarte 2960,-34.865103,-58.566069,+34 865 263 130,lorenaconesa@gmail.com,2025-08-05,8,1
1356,Calle Belgrano 1665,-34.647803,-58.531614,+34 703758594,walcalde@gmail.com,2025-08-29,8,1
1360,Avenida San Martín 2393,-34.875907,-58.574508,+34 732 600 795,americabarcena@leon-molins.com,2025-06-09,6,1
1360,Calle Belgrano 1483,-34.750095,-58.589613,+34946 385 949,benaventmaximiano@hotmail.com,2025-05-03,5,1
1362,Avenida San Martín 7101,-34.838765,-58.596343,+34 819116084,elias56@gmail.com,2025-06-11,6,1
1364,Calle Yrigoyen 2557,-34.799469,-58.519385,+34730 845 196,camilofabra@espada-ojeda.com,2025-10-02,10,1
1365,Avenida Directorio 8772,-34.85812,-58.329222,+34 720 079 948,eacosta@vinas.net,2025-09-27,9,1
1368,Calle Segurola 2970,-34.747583,-58.344245,+34 932 211 636,maria-angeles23@hotmail.com,2025-06-03,6,1
1372,Calle Rivera Indarte 2109,-34.605768,-58.381953,+34 906 42 38 89,ballesterangeles@muniz.es,2025-06-21,6,1
1376,Calle Lavalle 536,-34.644415,-58.318095,+34860 684 101,zmartin@huerta.com,2025-05-08,5,1
1380,Calle Rivera Indarte 1902,-34.883647,-58.521097,+34722 92 35 60,mmenendez@exposito.com,2025-05-01,5,1
1392,Avenida Santa Fe 4315,-34.711576,-58.330669,+34718 12 07 21,blanespepe@gmail.com,2025-09-30,9,1
1392,Calle Yrigoyen 7522,-34.898107,-58.409254,+34991 85 28 51,olivaeugenio@yahoo.com,2025-06-18,6,1
1394,Avenida del Libertador 1524,-34.697743,-58.380632,+34742 60 64 25,cozarrufino@olmedo.es,2025-09-20,9,1
1396,Avenida Corrientes 5557,-34.772153,-58.432118,+34 746 073 163,xmoll@simo-sierra.net,2025-08-02,8,1
1398,Avenida Cabildo 6411,-34.605321,-58.408598,+34 735 333 853,hpedro@perea-moraleda.com,2025-09-16,9,1
1399,Avenida Gaona 8033,-34.766422,-58.366481,+34 810492089,nogueraelvira@yahoo.com,2025-05-09,5,1
1399,Calle Emilio Castro 7580,-34.865917,-58.427102,+34 890236744,grocamora@aguila.com,2025-08-22,8,1
1401,Avenida Rivadavia 404,-34.871702,-58.558481,+34 743 367 251,paredesmatilde@hotmail.com,2025-06-04,6,1
1401,Calle Segurola 4066,-34.79648,-58.371457,+34748180472,anabelgallego@ugarte.es,2025-08-13,8,1
1402,Avenida San Martín 655,-34.846257,-58.38372,+34707969480,avilesgraciela@hotmail.com,2025-07-15,7,1
1407,Calle Emilio Castro 2375,-34.769166,-58.520659,+34748 114 829,pduenas@goni.es,2025-09-11,9,1
1415,Avenida Directorio 5211,-34.719352,-58.52242,+34 736474935,gutierrezjoaquina@borja.com,2025-08-01,8,1
1415,Calle 25 de Mayo 5798,-34.629862,-58.568814,+34 724 992 464,checacornelio@gmail.com,2025-07-03,7,1
1416,Calle Lavalle 2496,-34.693495,-58.363956,+34723708278,angelescisneros@torre-guitart.es,2025-10-30,10,1
1418,Calle Lavalle 1395,-34.827811,-58.332631,+34 749 025 243,hquintana@gallego-garmendia.es,2025-07-10,7,1
1421,Avenida Directorio 4913,-34.617295,-58.561454,+34 715 217 241,cebrianbustos@rosales-batalla.org,2025-05-24,5,1
1421,Calle Yrigoyen 6603,-34.777499,-58.382906,+34 956234114,fabracecilia@alegria.com,2025-07-25,7,1
1423,Avenida Directorio 7107,-34.805013,-58.496393,+34713 38 60 14,camachovidal@hotmail.com,2025-08-09,8,1
1431,Calle Lavalle 3120,-34.640585,-58.561674,+34 820 84 23 78,ximenaexposito@gmail.com,2025-06-04,6,1
1434,Avenida San Martín 3691,-34.84309,-58.470837,+34807337168,josue36@roma-machado.es,2025-06-25,6,1
1439,Calle Lavalle 8307,-34.848331,-58.397334,+34732 68 05 53,dario13@gmail.com,2025-09-25,9,1
1439,Calle Segurola 2507,-34.665441,-58.538873,+34 705 25 28 57,vnunez@yahoo.com,2025-08-29,8,1
1444,Avenida Cabildo 4201,-34.849271,-58.438633,+34720 473 757,benignacortina@aroca-ortega.es,2025-10-28,10,1
1450,Avenida San Martín 4410,-34.774451,-58.352007,+34 718 215 127,epifanio53@robles-urena.net,2025-09-10,9,1
1462,Avenida Gaona 2394,-34.730482,-58.378041,+34 972872586,gmarques@higueras.es,2025-08-06,8,1
1462,Avenida Santa Fe 2413,-34.791921,-58.362477,+34 725621768,olujan@pascual.es,2025-07-03,7,1
1463,Avenida Cabildo 3569,-34.84225,-58.410881,+34 706 764 677,severiano88@gmail.com,2025-07-09,7,1
1467,Calle Lavalle 5277,-34.895466,-58.438766,+34713483065,ribasnidia@escobar-tamayo.org,2025-07-26,7,1
1468,Calle 25 de Mayo 3957,-34.729597,-58.538407,+34607 505 163,ugordillo@ariza-arroyo.org,2025-05-06,5,1
1469,Calle Segurola 6847,-34.812869,-58.41707,+34893256988,ibanezvirginia@yahoo.com,2025-05-23,5,1
1473,Calle Segurola 4920,-34.882011,-58.379613,+34720 403 876,xaviergargallo@yahoo.com,2025-07-30,7,1
